country_iso3,year_month,gdelt_conflict_event_count,gdelt_protest_event_count,gdelt_goldstein_mean
AFG,1989-02,562,15,-9.766031195840545
AFG,1989-03,600,30,-9.727777777777778
AFG,1989-04,568,12,-9.823275862068968
AFG,1989-05,309,9,-9.80974842767296
AFG,1989-06,239,8,-9.801619433198384
AFG,1989-07,456,10,-9.79613733905579
AFG,1989-08,344,11,-9.816901408450704
AFG,1989-09,388,8,-9.83585858585858
AFG,1989-10,179,4,-9.830601092896174
AFG,1989-11,186,8,-9.770618556701029
AFG,1989-12,180,6,-9.836021505376346
AFG,1990-01,164,12,-9.713068181818175
AFG,1990-02,64,4,-9.67647058823529
AFG,1990-03,213,6,-9.81735159817352
AFG,1990-04,134,0,-9.951492537313438
AFG,1990-05,109,1,-9.936363636363632
AFG,1990-06,109,3,-9.861607142857144
AFG,1990-07,118,0,-9.872881355932202
AFG,1990-08,56,1,-9.885964912280702
AFG,1990-09,18,1,-9.60526315789474
AFG,1990-10,90,7,-9.64432989690721
AFG,1990-11,141,1,-9.90492957746479
AFG,1990-12,91,3,-9.760638297872344
AFG,1991-01,41,3,-9.715909090909092
AFG,1991-02,61,0,-9.9344262295082
AFG,1991-03,73,15,-9.335227272727273
AFG,1991-04,237,16,-9.685770750988144
AFG,1991-05,91,0,-9.85164835164835
AFG,1991-06,156,5,-9.863354037267081
AFG,1991-07,166,18,-9.562500000000004
AFG,1991-08,133,3,-9.830882352941174
AFG,1991-09,124,5,-9.829457364341085
AFG,1991-10,294,1,-9.789830508474578
AFG,1991-11,114,10,-9.641129032258066
AFG,1991-12,129,4,-9.79323308270676
AFG,1992-01,51,1,-9.865384615384613
AFG,1992-02,25,0,-9.920000000000002
AFG,1992-03,78,0,-9.884615384615385
AFG,1992-04,503,10,-9.7953216374269
AFG,1992-05,209,33,-9.524793388429751
AFG,1992-06,261,14,-9.798181818181824
AFG,1992-07,133,3,-9.878676470588234
AFG,1992-08,300,1,-9.923588039867111
AFG,1992-09,112,8,-9.695833333333331
AFG,1992-10,71,0,-9.943661971830984
AFG,1992-11,93,8,-9.717821782178218
AFG,1992-12,186,7,-9.748704663212438
AFG,1993-01,210,3,-9.920187793427226
AFG,1993-02,267,20,-9.681184668989543
AFG,1993-03,102,4,-9.816037735849063
AFG,1993-04,101,1,-9.789215686274513
AFG,1993-05,249,4,-9.901185770750985
AFG,1993-06,103,3,-9.834905660377357
AFG,1993-07,246,5,-9.892430278884456
AFG,1993-08,154,5,-9.713836477987423
AFG,1993-09,47,4,-9.715686274509805
AFG,1993-10,75,1,-9.868421052631579
AFG,1993-11,223,2,-9.926666666666673
AFG,1993-12,98,1,-9.924242424242424
AFG,1994-01,634,2,-9.919025157232708
AFG,1994-02,237,10,-9.714574898785427
AFG,1994-03,259,13,-9.768382352941178
AFG,1994-04,152,10,-9.731481481481476
AFG,1994-05,117,0,-9.884615384615387
AFG,1994-06,235,1,-9.883474576271187
AFG,1994-07,195,7,-9.772277227722775
AFG,1994-08,190,3,-9.810880829015543
AFG,1994-09,189,0,-9.925925925925922
AFG,1994-10,185,2,-9.935828877005346
AFG,1994-11,161,5,-9.822289156626509
AFG,1994-12,70,5,-9.66
AFG,1995-01,188,4,-9.872395833333337
AFG,1995-02,334,11,-9.766666666666667
AFG,1995-03,384,2,-9.860103626943008
AFG,1995-04,253,14,-9.756554307116112
AFG,1995-05,145,2,-9.829931972789117
AFG,1995-06,185,4,-9.843915343915349
AFG,1995-07,85,1,-9.843023255813952
AFG,1995-08,137,3,-9.835714285714284
AFG,1995-09,221,9,-9.702173913043477
AFG,1995-10,236,2,-9.850840336134457
AFG,1995-11,291,4,-9.837288135593223
AFG,1995-12,223,2,-9.895555555555552
AFG,1996-01,220,5,-9.862222222222218
AFG,1996-02,263,0,-9.956273764258551
AFG,1996-03,160,4,-9.844512195121947
AFG,1996-04,140,0,-9.914285714285715
AFG,1996-05,189,2,-9.910994764397904
AFG,1996-06,176,2,-9.834269662921349
AFG,1996-07,228,5,-9.802575107296144
AFG,1996-08,160,5,-9.745454545454542
AFG,1996-09,823,21,-9.716824644549757
AFG,1996-10,1466,35,-9.798134576948703
AFG,1996-11,519,15,-9.823033707865164
AFG,1996-12,262,23,-9.635087719298243
AFG,1997-01,388,15,-9.725806451612902
AFG,1997-02,279,8,-9.627177700348431
AFG,1997-03,160,11,-9.64035087719298
AFG,1997-04,221,4,-9.822222222222223
AFG,1997-05,846,34,-9.778409090909085
AFG,1997-06,570,11,-9.808089500860586
AFG,1997-07,409,7,-9.835336538461535
AFG,1997-08,367,3,-9.868918918918917
AFG,1997-09,468,18,-9.798353909465021
AFG,1997-10,336,2,-9.88757396449704
AFG,1997-11,159,3,-9.79012345679012
AFG,1997-12,262,3,-9.892452830188674
AFG,1998-01,228,2,-9.828260869565215
AFG,1998-02,304,1,-9.875409836065574
AFG,1998-03,262,16,-9.730215827338126
AFG,1998-04,149,1,-9.870000000000001
AFG,1998-05,308,7,-9.833333333333336
AFG,1998-06,227,1,-9.899122807017543
AFG,1998-07,338,7,-9.808695652173911
AFG,1998-08,1508,60,-9.722257653061224
AFG,1998-09,1044,30,-9.792364990689016
AFG,1998-10,642,18,-9.803030303030294
AFG,1998-11,472,9,-9.872141372141376
AFG,1998-12,327,19,-9.697976878612716
AFG,1999-01,191,1,-9.81770833333333
AFG,1999-02,168,3,-9.827485380116958
AFG,1999-03,248,13,-9.749042145593869
AFG,1999-04,199,13,-9.71698113207547
AFG,1999-05,381,8,-9.786632390745504
AFG,1999-06,210,7,-9.751152073732715
AFG,1999-07,469,13,-9.825726141078837
AFG,1999-08,801,26,-9.802297460701329
AFG,1999-09,373,16,-9.767352185089985
AFG,1999-10,346,8,-9.82203389830509
AFG,1999-11,286,88,-9.104278074866313
AFG,1999-12,245,5,-9.751999999999999
AFG,2000-01,198,16,-9.677570093457945
AFG,2000-02,177,4,-9.682320441988947
AFG,2000-03,298,8,-9.767973856209146
AFG,2000-04,203,5,-9.836538461538462
AFG,2000-05,254,7,-9.76819923371647
AFG,2000-06,158,5,-9.791411042944794
AFG,2000-07,376,12,-9.810567010309278
AFG,2000-08,764,20,-9.80994897959184
AFG,2000-09,539,9,-9.809306569343073
AFG,2000-10,466,5,-9.845010615711253
AFG,2000-11,362,7,-9.834688346883468
AFG,2000-12,331,16,-9.678674351585016
AFG,2001-01,533,36,-9.695079086116001
AFG,2001-02,332,17,-9.719197707736388
AFG,2001-03,289,45,-9.41317365269461
AFG,2001-04,478,8,-9.868312757201656
AFG,2001-05,565,15,-9.775000000000002
AFG,2001-06,432,7,-9.857630979498866
AFG,2001-07,315,20,-9.682089552238804
AFG,2001-08,356,20,-9.711436170212759
AFG,2001-09,2144,153,-9.655420113191125
AFG,2001-10,6345,757,-9.550830751900875
AFG,2001-11,4441,222,-9.698477375080412
AFG,2001-12,3105,102,-9.770657935765506
AFG,2002-01,1589,75,-9.74338942307692
AFG,2002-02,1443,37,-9.834121621621623
AFG,2002-03,1590,46,-9.793704156479228
AFG,2002-04,1079,50,-9.766607617360496
AFG,2002-05,845,31,-9.769406392694064
AFG,2002-06,591,46,-9.663265306122446
AFG,2002-07,1632,42,-9.81600955794504
AFG,2002-08,866,47,-9.734939759036141
AFG,2002-09,1131,13,-9.845279720279722
AFG,2002-10,668,26,-9.77161383285303
AFG,2002-11,1083,112,-9.576150627615071
AFG,2002-12,1016,33,-9.811725452812201
AFG,2003-01,1169,70,-9.7457627118644
AFG,2003-02,1045,32,-9.822191272051999
AFG,2003-03,1415,83,-9.688584779706273
AFG,2003-04,1845,47,-9.835095137420717
AFG,2003-05,1302,92,-9.690100430416065
AFG,2003-06,1431,39,-9.792176870748294
AFG,2003-07,1615,130,-9.6541547277937
AFG,2003-08,2075,48,-9.81865284974094
AFG,2003-09,1976,37,-9.823149528067567
AFG,2003-10,1648,63,-9.789012273524255
AFG,2003-11,1635,84,-9.744328097731234
AFG,2003-12,1255,59,-9.704718417047182
AFG,2004-01,1149,70,-9.721903199343728
AFG,2004-02,873,35,-9.770925110132156
AFG,2004-03,1669,121,-9.640502793296095
AFG,2004-04,1085,89,-9.62223168654174
AFG,2004-05,1544,63,-9.698195395146236
AFG,2004-06,2306,55,-9.798390512494704
AFG,2004-07,1175,39,-9.750411861614499
AFG,2004-08,1490,69,-9.74631173829378
AFG,2004-09,1226,86,-9.678353658536587
AFG,2004-10,1147,72,-9.634536505332239
AFG,2004-11,731,34,-9.533333333333331
AFG,2004-12,593,14,-9.733937397034595
AFG,2005-01,544,21,-9.774336283185841
AFG,2005-02,377,17,-9.637055837563446
AFG,2005-03,614,79,-9.484848484848483
AFG,2005-04,742,48,-9.660759493670895
AFG,2005-05,1439,277,-9.268356643356649
AFG,2005-06,1425,19,-9.796398891966762
AFG,2005-07,1456,35,-9.828638497652591
AFG,2005-08,1396,17,-9.825902335456481
AFG,2005-09,1251,64,-9.638403041825098
AFG,2005-10,1392,69,-9.735455167693358
AFG,2005-11,1066,42,-9.743231046931408
AFG,2005-12,1100,20,-9.81339285714286
AFG,2006-01,1118,41,-9.77221742881795
AFG,2006-02,1566,260,-9.417579408543263
AFG,2006-03,2380,127,-9.694654966094932
AFG,2006-04,2314,26,-9.85940170940171
AFG,2006-05,3949,98,-9.792685940202626
AFG,2006-06,3810,49,-9.836097434568531
AFG,2006-07,4268,82,-9.843333333333332
AFG,2006-08,4040,47,-9.845118668950334
AFG,2006-09,5742,95,-9.860801781737203
AFG,2006-10,3309,77,-9.819846426461897
AFG,2006-11,2715,71,-9.779073941134241
AFG,2006-12,2733,60,-9.827246688148934
AFG,2007-01,3007,96,-9.794553657750566
AFG,2007-02,3532,83,-9.813969571230983
AFG,2007-03,5298,186,-9.746170678336979
AFG,2007-04,7188,196,-9.762459371614302
AFG,2007-05,8515,357,-9.759298917944097
AFG,2007-06,8363,179,-9.840962303910088
AFG,2007-07,7846,81,-9.751671502459947
AFG,2007-08,5774,48,-9.76777739608382
AFG,2007-09,6416,81,-9.811990149299683
AFG,2007-10,5940,108,-9.802000661375661
AFG,2007-11,5846,96,-9.822197913160565
AFG,2007-12,4394,50,-9.83078307830783
AFG,2008-01,4536,135,-9.752943695140218
AFG,2008-02,4472,103,-9.79377049180328
AFG,2008-03,4173,313,-9.662839946500226
AFG,2008-04,5883,92,-9.827531380753141
AFG,2008-05,5258,211,-9.753794112269155
AFG,2008-06,7872,119,-9.81898385683895
AFG,2008-07,9413,137,-9.840209424083774
AFG,2008-08,8433,152,-9.80349446709377
AFG,2008-09,6940,81,-9.835849594074922
AFG,2008-10,7144,134,-9.832577631217367
AFG,2008-11,7034,119,-9.794981126799945
AFG,2008-12,6174,121,-9.845988880063553
AFG,2009-01,7651,320,-9.756429557144648
AFG,2009-02,6753,150,-9.816529045342607
AFG,2009-03,7450,239,-9.808427623878268
AFG,2009-04,6762,249,-9.761874197689338
AFG,2009-05,10407,218,-9.835011764705879
AFG,2009-06,8056,69,-9.865230769230767
AFG,2009-07,10751,141,-9.84011200881381
AFG,2009-08,13851,263,-9.851955505172171
AFG,2009-09,12778,213,-9.837733815718577
AFG,2009-10,11893,447,-9.781766612641812
AFG,2009-11,9278,259,-9.802820593478032
AFG,2009-12,11520,448,-9.76951036096257
AFG,2010-01,12165,401,-9.79925990768741
AFG,2010-02,14495,173,-9.8121420779929
AFG,2010-03,3860,46,-9.880184331797246
AFG,2010-04,5635,120,-9.827888792354479
AFG,2010-05,6748,106,-9.870732419025382
AFG,2010-06,6387,129,-9.86594536525476
AFG,2010-07,7068,135,-9.84312092183812
AFG,2010-08,14857,279,-9.838629756871034
AFG,2010-09,12075,904,-9.652515602126508
AFG,2010-10,12451,138,-9.84470569544841
AFG,2010-11,9162,223,-9.832445391582311
AFG,2010-12,11028,189,-9.840108763483995
AFG,2011-01,9118,447,-9.767067433350753
AFG,2011-02,7099,116,-9.862300762300762
AFG,2011-03,8822,588,-9.686131774707775
AFG,2011-04,12233,1340,-9.583290355853544
AFG,2011-05,13678,423,-9.824161406992406
AFG,2011-06,12063,235,-9.852984225077254
AFG,2011-07,15403,289,-9.861203160846287
AFG,2011-08,13933,240,-9.87183376843293
AFG,2011-09,11445,237,-9.826656394453
AFG,2011-10,9725,510,-9.725891548607724
AFG,2011-11,8445,253,-9.839905725454132
AFG,2011-12,7027,163,-9.82607788595271
AFG,2012-01,6841,160,-9.83280959862877
AFG,2012-02,8696,2035,-9.277560339204173
AFG,2012-03,13375,832,-9.732139086365883
AFG,2012-04,11126,233,-9.835020688440878
AFG,2012-05,10541,342,-9.816089313608382
AFG,2012-06,9268,162,-9.852969247083777
AFG,2012-07,9315,235,-9.833141361256555
AFG,2012-08,12960,204,-9.882406563354602
AFG,2012-09,9725,1107,-9.580640694239298
AFG,2012-10,6815,138,-9.854595138789012
AFG,2012-11,4802,160,-9.814691656590087
AFG,2012-12,5484,103,-9.818149275102915
AFG,2013-01,4610,98,-9.834005947323718
AFG,2013-02,4463,282,-9.666069546891467
AFG,2013-03,5225,208,-9.775538376587525
AFG,2013-04,2786,56,-9.816502463054196
AFG,2013-05,3483,123,-9.783693843594008
AFG,2013-06,5764,135,-9.83683675199186
AFG,2013-07,5898,127,-9.8255601659751
AFG,2013-08,7440,121,-9.82462637217299
AFG,2013-09,8475,176,-9.827476592301473
AFG,2013-10,5676,172,-9.819168946648428
AFG,2013-11,6525,277,-9.767053807703618
AFG,2013-12,4539,162,-9.774196979366085
AFG,2014-01,5193,163,-9.803771471247199
AFG,2014-02,5405,197,-9.761692252766874
AFG,2014-03,7787,242,-9.78054552248101
AFG,2014-04,8285,131,-9.849869296577937
AFG,2014-05,7320,168,-9.820579594017095
AFG,2014-06,8997,438,-9.687122416534185
AFG,2014-07,9025,302,-9.796558378899967
AFG,2014-08,8677,228,-9.818809657495782
AFG,2014-09,8264,238,-9.777581745471654
AFG,2014-10,8417,149,-9.807261265468133
AFG,2014-11,9113,150,-9.866349994602173
AFG,2014-12,9922,106,-9.851914639010776
AFG,2015-01,5848,383,-9.717461081688334
AFG,2015-02,6758,215,-9.741574645059513
AFG,2015-03,7905,323,-9.698468643655811
AFG,2015-04,9318,351,-9.750698107353402
AFG,2015-05,10419,220,-9.809192593288849
AFG,2015-06,10679,294,-9.78734165679395
AFG,2015-07,11767,252,-9.833680006656135
AFG,2015-08,13370,312,-9.808470983774301
AFG,2015-09,10918,341,-9.76205702104983
AFG,2015-10,16318,444,-9.776577973988779
AFG,2015-11,10626,813,-9.618148439548909
AFG,2015-12,15085,265,-9.826449511400652
AFG,2016-01,13041,221,-9.837505655255619
AFG,2016-02,10611,319,-9.77868252516011
AFG,2016-03,8661,305,-9.773421815748385
AFG,2016-04,11284,324,-9.784286698828394
AFG,2016-05,14713,764,-9.719422368676105
AFG,2016-06,15755,517,-9.736449115044248
AFG,2016-07,12984,799,-9.698577958354491
AFG,2016-08,15430,439,-9.752599407650132
AFG,2016-09,9634,338,-9.77697553148817
AFG,2016-10,12965,359,-9.768462924046831
AFG,2016-11,11355,381,-9.766998977505112
AFG,2016-12,8476,209,-9.762348877374786
AFG,2017-01,9528,369,-9.742295645144992
AFG,2017-02,11005,342,-9.776681061073413
AFG,2017-03,10261,304,-9.795125414103174
AFG,2017-04,12090,249,-9.847353918469889
AFG,2017-05,12595,244,-9.84196588519355
AFG,2017-06,10554,437,-9.775953052497496
AFG,2017-07,9910,226,-9.788131412786104
AFG,2017-08,11360,270,-9.823559759243338
AFG,2017-09,6705,248,-9.781029771321741
AFG,2017-10,9998,111,-9.793451379958453
AFG,2017-11,7078,159,-9.815669476302334
AFG,2017-12,6341,155,-9.817733990147783
AFG,2018-01,9863,167,-9.821684945164506
AFG,2018-02,6059,171,-9.792616372391652
AFG,2018-03,6620,203,-9.778103473545352
AFG,2018-04,7940,185,-9.828492307692304
AFG,2018-05,8910,113,-9.82378366396985
AFG,2018-06,7297,248,-9.794499668654742
AFG,2018-07,8281,464,-9.725843339050884
AFG,2018-08,10989,271,-9.761989342806377
AFG,2018-09,7094,278,-9.766006511123166
AFG,2018-10,8697,203,-9.825674157303384
AFG,2018-11,10236,403,-9.776999718018624
AFG,2018-12,6325,165,-9.825192604006169
AFG,2019-01,6309,253,-9.780326120085334
AFG,2019-02,4473,189,-9.76748176748177
AFG,2019-03,7481,197,-9.809064860640792
AFG,2019-04,6640,170,-9.801908957415563
AFG,2019-05,7382,144,-9.829989370183371
AFG,2019-06,4792,132,-9.816003249390732
AFG,2019-07,7738,102,-9.870344387755093
AFG,2019-08,6030,89,-9.862640954404313
AFG,2019-09,9441,260,-9.808782599731979
AFG,2019-10,5468,78,-9.855571583122964
AFG,2019-11,5094,173,-9.721283463071956
AFG,2019-12,6252,746,-9.514146899114033
AFG,2020-01,3515,288,-9.650670523271108
AFG,2020-02,4068,264,-9.688365650969523
AFG,2020-03,5659,223,-9.770146208772527
AFG,2020-04,3112,81,-9.829470717193857
AFG,2020-05,6614,209,-9.793932287849913
AFG,2020-06,4431,192,-9.748107289638764
AFG,2020-07,5289,133,-9.814459609000382
AFG,2020-08,4899,126,-9.808457711442795
AFG,2020-09,4251,134,-9.782440136830113
AFG,2020-10,4106,78,-9.852891969407281
AFG,2020-11,4165,115,-9.821962616822427
AFG,2020-12,5322,77,-9.882385626967965
AFG,2021-01,3902,102,-9.806193806193793
AFG,2021-02,3315,62,-9.827213503109261
AFG,2021-03,3559,94,-9.824527785381878
AFG,2021-04,3911,95,-9.828007988017964
AFG,2021-05,5466,140,-9.833036032821974
AFG,2021-06,5222,160,-9.777777777777764
AFG,2021-07,10307,329,-9.717374952989841
AFG,2021-08,24015,1405,-9.65755310778914
AFG,2021-09,12882,1517,-9.494930203486359
AFG,2021-10,6325,384,-9.670740795945743
AFG,2021-11,3888,112,-9.75999999999998
AFG,2021-12,3079,239,-9.596895720313434
AFG,2022-01,2865,334,-9.473741794310728
AFG,2022-02,2473,291,-9.468342981186689
AFG,2022-03,2211,217,-9.530683690280066
AFG,2022-04,3135,342,-9.527610008628127
AFG,2022-05,1983,178,-9.59763998149005
AFG,2022-06,2343,95,-9.724979491386382
AFG,2022-07,1821,94,-9.702088772845956
AFG,2022-08,4992,243,-9.714708691499522
AFG,2022-09,2509,175,-9.621646795827123
AFG,2022-10,2038,334,-9.403878583473864
AFG,2022-11,1533,85,-9.685723114956732
AFG,2022-12,2643,387,-9.423927392739271
AFG,2023-01,2633,170,-9.680164109882266
AFG,2023-02,1333,132,-9.561433447098977
AFG,2023-03,2457,189,-9.645502645502646
AFG,2023-04,2399,119,-9.72339158061954
AFG,2023-05,1968,131,-9.659838018103859
AFG,2023-06,2621,90,-9.746956842493542
AFG,2023-07,1901,144,-9.622982885085573
AFG,2023-08,2313,118,-9.681612505141917
AFG,2023-09,2230,148,-9.646972245584525
AFG,2023-10,1841,117,-9.632022471910112
AFG,2023-11,1637,134,-9.585544889892716
AFG,2023-12,1323,85,-9.657670454545455
AFG,2024-01,1329,75,-9.700142450142451
AFG,2024-02,1278,91,-9.6245434623813
AFG,2024-03,2630,186,-9.674538352272728
AFG,2024-04,1736,46,-9.763187429854094
AFG,2024-05,2219,103,-9.735788113695088
AFG,2024-06,1204,71,-9.656862745098039
AFG,2024-07,1407,127,-9.561929595827902
AFG,2024-08,1814,121,-9.655555555555557
AFG,2024-09,1763,108,-9.686798503474078
AFG,2024-10,1449,94,-9.62799740764744
AFG,2024-11,1351,96,-9.639944713199725
AFG,2024-12,1859,113,-9.701825557809334
AFG,2025-01,1680,96,-9.646396396396396
AFG,2025-02,1422,76,-9.701602136181574
AFG,2025-03,1658,170,-9.525164113785555
AFG,2025-04,1086,86,-9.566552901023888
AFG,2025-05,1114,66,-9.652966101694917
AFG,2025-06,559,24,-9.6295025728988
AFG,2025-07,1166,37,-9.696176226101414
AFG,2025-08,1517,96,-9.6264724116553
AFG,2025-09,1478,95,-9.61093452002543
AFG,2025-10,3610,49,-9.837660562995355
AFG,2025-11,2717,47,-9.834117221418229
AFG,2025-12,2575,47,-9.798436308161712
AGO,1985-01,28,1,-9.862068965517242
AGO,1985-02,29,0,-9.879310344827585
AGO,1985-03,32,0,-9.890625
AGO,1985-04,46,0,-9.793478260869565
AGO,1985-05,107,0,-9.887850467289718
AGO,1985-06,55,1,-9.875
AGO,1985-07,58,3,-9.696721311475411
AGO,1985-08,39,0,-9.948717948717947
AGO,1985-09,157,6,-9.822085889570552
AGO,1985-10,121,1,-9.909836065573767
AGO,1985-11,47,1,-9.593749999999996
AGO,1985-12,86,1,-9.844827586206895
AGO,1986-01,43,0,-9.837209302325583
AGO,1986-02,53,0,-9.849056603773585
AGO,1986-03,127,4,-9.744274809160306
AGO,1986-04,31,0,-9.919354838709676
AGO,1986-05,86,0,-9.877906976744185
AGO,1986-06,52,3,-9.790909090909091
AGO,1986-07,21,0,-9.857142857142858
AGO,1986-08,79,0,-9.924050632911392
AGO,1986-09,25,1,-9.673076923076922
AGO,1986-10,47,3,-9.780000000000001
AGO,1986-11,57,0,-9.850877192982455
AGO,1986-12,12,0,-9.958333333333334
AGO,1987-01,25,0,-9.860000000000001
AGO,1987-02,29,1,-9.783333333333333
AGO,1987-03,15,0,-9.833333333333334
AGO,1987-04,26,0,-10.0
AGO,1987-05,21,1,-9.568181818181818
AGO,1987-06,56,0,-9.79464285714286
AGO,1987-07,60,5,-9.646153846153844
AGO,1987-08,68,0,-9.889705882352938
AGO,1987-09,76,0,-9.861842105263161
AGO,1987-10,115,0,-9.869565217391303
AGO,1987-11,201,1,-9.858910891089108
AGO,1987-12,94,3,-9.690721649484537
AGO,1988-01,83,0,-9.921686746987946
AGO,1988-02,196,0,-9.918367346938775
AGO,1988-03,87,2,-9.825842696629211
AGO,1988-04,30,0,-9.966666666666669
AGO,1988-05,63,0,-9.928571428571425
AGO,1988-06,92,1,-9.881720430107526
AGO,1988-07,137,6,-9.755244755244751
AGO,1988-08,158,0,-9.889240506329111
AGO,1988-09,105,2,-9.850467289719624
AGO,1988-10,68,3,-9.767605633802818
AGO,1988-11,58,2,-9.775000000000002
AGO,1988-12,62,0,-9.919354838709676
AGO,1989-01,46,3,-9.673469387755105
AGO,1989-02,43,0,-9.825581395348834
AGO,1989-03,24,0,-9.854166666666666
AGO,1989-04,122,0,-9.819672131147541
AGO,1989-05,34,2,-9.736111111111114
AGO,1989-06,45,0,-9.7
AGO,1989-07,65,3,-9.647058823529411
AGO,1989-08,134,4,-9.811594202898553
AGO,1989-09,50,0,-9.92
AGO,1989-10,36,0,-9.791666666666668
AGO,1989-11,32,2,-9.735294117647058
AGO,1989-12,39,1,-9.837499999999999
AGO,1990-01,84,4,-9.76136363636364
AGO,1990-02,85,1,-9.813953488372096
AGO,1990-03,79,4,-9.795180722891567
AGO,1990-04,68,1,-9.782608695652176
AGO,1990-05,56,1,-9.763157894736844
AGO,1990-06,39,0,-9.833333333333334
AGO,1990-07,20,0,-9.9
AGO,1990-08,20,0,-9.700000000000001
AGO,1990-09,17,0,-9.882352941176471
AGO,1990-10,44,2,-9.58695652173913
AGO,1990-11,52,5,-9.552631578947366
AGO,1990-12,52,0,-9.951923076923073
AGO,1991-01,26,0,-9.961538461538462
AGO,1991-02,36,1,-9.72972972972973
AGO,1991-03,23,1,-9.854166666666668
AGO,1991-04,48,5,-9.669811320754716
AGO,1991-05,137,2,-9.87769784172662
AGO,1991-06,17,4,-9.30952380952381
AGO,1991-07,15,0,-9.600000000000001
AGO,1991-08,5,0,-10.0
AGO,1991-09,30,4,-9.5
AGO,1991-10,22,0,-9.818181818181818
AGO,1991-11,20,1,-9.595238095238097
AGO,1991-12,44,3,-9.702127659574469
AGO,1992-01,44,5,-9.357142857142854
AGO,1992-02,10,1,-9.590909090909092
AGO,1992-03,23,2,-9.520000000000003
AGO,1992-04,29,2,-9.5
AGO,1992-05,8,1,-9.333333333333334
AGO,1992-06,26,2,-9.678571428571429
AGO,1992-07,31,1,-9.453125
AGO,1992-08,44,2,-9.652173913043477
AGO,1992-09,41,5,-9.41304347826087
AGO,1992-10,133,10,-9.678321678321684
AGO,1992-11,204,4,-9.838942307692312
AGO,1992-12,153,4,-9.786624203821654
AGO,1993-01,548,9,-9.888689407540394
AGO,1993-02,276,0,-9.833333333333336
AGO,1993-03,332,0,-9.879518072289152
AGO,1993-04,74,2,-9.868421052631579
AGO,1993-05,149,0,-9.818791946308727
AGO,1993-06,157,10,-9.727544910179645
AGO,1993-07,204,1,-9.929268292682927
AGO,1993-08,212,1,-9.866197183098587
AGO,1993-09,146,2,-9.878378378378379
AGO,1993-10,186,4,-9.849999999999993
AGO,1993-11,75,0,-9.853333333333337
AGO,1993-12,82,1,-9.813253012048191
AGO,1994-01,141,1,-9.936619718309856
AGO,1994-02,216,4,-9.884090909090906
AGO,1994-03,100,1,-9.84158415841584
AGO,1994-04,89,2,-9.928571428571429
AGO,1994-05,140,0,-9.957142857142856
AGO,1994-06,222,4,-9.922566371681409
AGO,1994-07,145,3,-9.831081081081086
AGO,1994-08,77,0,-9.857142857142852
AGO,1994-09,102,0,-9.911764705882351
AGO,1994-10,180,2,-9.873626373626374
AGO,1994-11,464,11,-9.739999999999997
AGO,1994-12,75,0,-9.780000000000001
AGO,1995-01,67,0,-9.955223880597014
AGO,1995-02,46,2,-9.8125
AGO,1995-03,187,5,-9.888020833333334
AGO,1995-04,69,2,-9.866197183098592
AGO,1995-05,50,0,-9.86
AGO,1995-06,39,0,-9.807692307692307
AGO,1995-07,73,0,-9.958904109589044
AGO,1995-08,91,1,-9.885869565217392
AGO,1995-09,67,3,-9.77142857142857
